lot_id,row_index,yield_outcome,test_timestamp,feature_id,module,tool_id,value,zscore_vs_pass,direction,severity
LOT_0055,54,PASS,2008-07-30T06:30:00,F299,implant,implant-tool-03,0.43540000,6.27341032,high,high
LOT_0055,54,PASS,2008-07-30T06:30:00,F432,cmp,cmp-tool-08,143.91400000,3.85618820,high,high
LOT_0055,54,PASS,2008-07-30T06:30:00,F511,test,test-tool-07,200.71170000,4.09063369,high,high
LOT_0056,55,PASS,2008-07-30T07:08:00,F060,lithography,lithography-tool-04,21.89640000,2.07659479,high,medium
LOT_0057,56,PASS,2008-07-30T12:02:00,F060,lithography,lithography-tool-04,22.88090000,2.18234218,high,medium
LOT_0057,56,PASS,2008-07-30T12:02:00,F104,etch,etch-tool-08,-0.00370000,2.07533084,high,medium
LOT_0058,57,FAIL,2008-07-30T12:29:00,F022,lithography,lithography-tool-06,-1368.75000000,7.18955326,high,high
LOT_0058,57,FAIL,2008-07-30T12:29:00,F299,implant,implant-tool-03,0.45050000,6.52714106,high,high
LOT_0058,57,FAIL,2008-07-30T12:29:00,F432,cmp,cmp-tool-08,400.00000000,11.90290794,high,high
LOT_0059,58,FAIL,2008-07-30T21:16:00,F299,implant,implant-tool-03,0.43740000,6.30701704,high,high
LOT_0059,58,FAIL,2008-07-30T21:16:00,F432,cmp,cmp-tool-08,140.20040000,3.73949967,high,high
LOT_0061,60,PASS,2008-07-31T15:36:00,F104,etch,etch-tool-08,-0.00380000,2.04192599,high,medium
LOT_0062,61,PASS,2008-07-31T17:07:00,F022,lithography,lithography-tool-06,-2597.00000000,5.12038380,high,high
LOT_0062,61,PASS,2008-07-31T17:07:00,F104,etch,etch-tool-08,-0.00330000,2.20895026,high,medium
LOT_0062,61,PASS,2008-07-31T17:07:00,F299,implant,implant-tool-03,0.50670000,7.47148989,high,high
LOT_0062,61,PASS,2008-07-31T17:07:00,F349,implant,implant-tool-05,0.05010000,2.49556199,high,medium
LOT_0062,61,PASS,2008-07-31T17:07:00,F432,cmp,cmp-tool-08,215.97420000,6.12045971,high,high
LOT_0062,61,PASS,2008-07-31T17:07:00,F511,test,test-tool-07,218.18180000,4.57920441,high,high
LOT_0063,62,FAIL,2008-07-31T20:18:00,F349,implant,implant-tool-05,0.05020000,2.50523122,high,medium
LOT_0068,67,PASS,2008-08-01T11:28:00,F029,lithography,lithography-tool-05,61.62220000,-2.31037579,low,medium
LOT_0069,68,PASS,2008-08-01T12:29:00,F349,implant,implant-tool-05,0.06230000,3.67520816,high,high
LOT_0070,69,PASS,2008-08-01T14:07:00,F060,lithography,lithography-tool-04,22.43450000,2.13439334,high,medium
LOT_0072,71,PASS,2008-08-02T03:39:00,F060,lithography,lithography-tool-04,25.45730000,2.45907919,high,medium
LOT_0073,72,PASS,2008-08-03T13:09:00,F022,lithography,lithography-tool-06,-2649.25000000,5.03236092,high,high
LOT_0073,72,PASS,2008-08-03T13:09:00,F104,etch,etch-tool-08,-0.00310000,2.27575997,high,medium
LOT_0073,72,PASS,2008-08-03T13:09:00,F299,implant,implant-tool-03,0.50990000,7.52526064,high,high
LOT_0073,72,PASS,2008-08-03T13:09:00,F432,cmp,cmp-tool-08,224.94440000,6.40232082,high,high
LOT_0073,72,PASS,2008-08-03T13:09:00,F511,test,test-tool-07,174.89880000,3.36874733,high,high
LOT_0074,73,PASS,2008-08-03T14:06:00,F349,implant,implant-tool-05,0.04750000,2.24416198,high,medium
LOT_0075,74,PASS,2008-08-03T14:25:00,F060,lithography,lithography-tool-04,25.44270000,2.45751097,high,medium
LOT_0075,74,PASS,2008-08-03T14:25:00,F181,etch,etch-tool-05,10.90000000,-2.45337022,low,medium
LOT_0075,74,PASS,2008-08-03T14:25:00,F453,cmp,cmp-tool-05,3.05510000,-2.49698723,low,medium
LOT_0076,75,PASS,2008-08-03T15:03:00,F432,cmp,cmp-tool-08,110.42860000,2.80401186,high,medium
LOT_0077,76,PASS,2008-08-03T15:27:00,F060,lithography,lithography-tool-04,24.35090000,2.34023824,high,medium
LOT_0078,77,PASS,2008-08-03T16:00:00,F317,implant,implant-tool-05,3.89540000,-2.05709504,low,medium
LOT_0079,78,PASS,2008-08-03T17:00:00,F029,lithography,lithography-tool-05,60.92220000,-2.51314624,low,medium
LOT_0080,79,PASS,2008-08-03T17:58:00,F060,lithography,lithography-tool-04,22.92450000,2.18702535,high,medium
LOT_0084,83,PASS,2008-08-04T03:45:00,F060,lithography,lithography-tool-04,28.63550000,2.80045691,high,medium
LOT_0085,84,PASS,2008-08-04T03:49:00,F029,lithography,lithography-tool-05,62.65560000,-2.01102869,low,medium
LOT_0085,84,PASS,2008-08-04T03:49:00,F181,etch,etch-tool-05,12.11000000,-2.09058321,low,medium
LOT_0085,84,PASS,2008-08-04T03:49:00,F299,implant,implant-tool-03,0.43800000,6.31709906,high,high
LOT_0085,84,PASS,2008-08-04T03:49:00,F432,cmp,cmp-tool-08,144.60550000,3.87791647,high,high
LOT_0085,84,PASS,2008-08-04T03:49:00,F453,cmp,cmp-tool-05,3.41690000,-2.10600420,low,medium
LOT_0087,86,PASS,2008-08-04T14:04:00,F181,etch,etch-tool-05,12.24000000,-2.05160609,low,medium
LOT_0087,86,PASS,2008-08-04T14:04:00,F453,cmp,cmp-tool-05,3.40030000,-2.12394317,low,medium
LOT_0088,87,PASS,2008-08-04T14:31:00,F060,lithography,lithography-tool-04,26.65820000,2.58807060,high,medium
LOT_0089,88,PASS,2008-08-04T15:29:00,F060,lithography,lithography-tool-04,28.70640000,2.80807244,high,medium
LOT_0089,88,PASS,2008-08-04T15:29:00,F349,implant,implant-tool-05,0.04660000,2.15713890,high,medium
LOT_0091,90,PASS,2008-08-04T16:31:00,F029,lithography,lithography-tool-05,61.25560000,-2.41656957,low,medium
LOT_0091,90,PASS,2008-08-04T16:31:00,F060,lithography,lithography-tool-04,28.11910000,2.74498920,high,medium
LOT_0091,90,PASS,2008-08-04T16:31:00,F349,implant,implant-tool-05,0.04550000,2.05077736,high,medium
LOT_0092,91,PASS,2008-08-04T17:11:00,F022,lithography,lithography-tool-06,-2665.50000000,5.00498539,high,high
LOT_0092,91,PASS,2008-08-04T17:11:00,F299,implant,implant-tool-03,0.52420000,7.76554869,high,high
LOT_0092,91,PASS,2008-08-04T17:11:00,F432,cmp,cmp-tool-08,232.47520000,6.63895319,high,high
LOT_0093,92,PASS,2008-08-04T17:46:00,F029,lithography,lithography-tool-05,60.91110000,-2.51636160,low,medium
LOT_0094,93,PASS,2008-08-04T18:24:00,F299,implant,implant-tool-03,0.45910000,6.67164995,high,high
LOT_0094,93,PASS,2008-08-04T18:24:00,F432,cmp,cmp-tool-08,144.70310000,3.88098326,high,high
LOT_0095,94,PASS,2008-08-04T19:58:00,F181,etch,etch-tool-05,11.50000000,-2.27347583,low,medium
LOT_0095,94,PASS,2008-08-04T19:58:00,F453,cmp,cmp-tool-05,3.19220000,-2.34882865,low,medium
LOT_0097,96,FAIL,2008-08-04T20:58:00,F022,lithography,lithography-tool-06,-2609.25000000,5.09974686,high,high
LOT_0097,96,FAIL,2008-08-04T20:58:00,F181,etch,etch-tool-05,12.10000000,-2.09358145,low,medium
LOT_0097,96,FAIL,2008-08-04T20:58:00,F299,implant,implant-tool-03,0.50600000,7.45972754,high,high
LOT_0097,96,FAIL,2008-08-04T20:58:00,F432,cmp,cmp-tool-08,213.74960000,6.05055846,high,high
LOT_0097,96,FAIL,2008-08-04T20:58:00,F453,cmp,cmp-tool-05,3.41740000,-2.10546387,low,medium
LOT_0098,97,PASS,2008-08-04T21:43:00,F060,lithography,lithography-tool-04,28.42270000,2.77759957,high,medium
LOT_0099,98,PASS,2008-08-04T22:51:00,F029,lithography,lithography-tool-05,61.74440000,-2.27497787,low,medium
LOT_0099,98,PASS,2008-08-04T22:51:00,F060,lithography,lithography-tool-04,24.47270000,2.35332105,high,medium
LOT_0100,99,PASS,2008-08-04T23:33:00,F022,lithography,lithography-tool-06,-1502.75000000,6.96381037,high,high
LOT_0100,99,PASS,2008-08-04T23:33:00,F029,lithography,lithography-tool-05,60.50000000,-2.63544578,low,medium
LOT_0100,99,PASS,2008-08-04T23:33:00,F299,implant,implant-tool-03,0.47350000,6.91361834,high,high
LOT_0100,99,PASS,2008-08-04T23:33:00,F432,cmp,cmp-tool-08,400.00000000,11.90290794,high,high
LOT_0101,100,PASS,2008-08-05T00:04:00,F060,lithography,lithography-tool-04,24.80640000,2.38916453,high,medium
LOT_0102,101,PASS,2008-08-05T01:12:00,F060,lithography,lithography-tool-04,27.61820000,2.69118639,high,medium
LOT_0102,101,PASS,2008-08-05T01:12:00,F104,etch,etch-tool-08,-0.00370000,2.07533084,high,medium
LOT_0102,101,PASS,2008-08-05T01:12:00,F349,implant,implant-tool-05,0.05180000,2.65993891,high,medium
LOT_0104,103,PASS,2008-08-05T02:36:00,F029,lithography,lithography-tool-05,61.76670000,-2.26851818,low,medium
LOT_0104,103,PASS,2008-08-05T02:36:00,F060,lithography,lithography-tool-04,27.66550000,2.69626699,high,medium
LOT_0105,104,PASS,2008-08-05T02:45:00,F060,lithography,lithography-tool-04,29.02640000,2.84244437,high,medium
LOT_0106,105,PASS,2008-08-05T03:17:00,F060,lithography,lithography-tool-04,27.73640000,2.70388252,high,medium
LOT_0106,105,PASS,2008-08-05T03:17:00,F181,etch,etch-tool-05,10.64000000,-2.53132446,low,medium
LOT_0106,105,PASS,2008-08-05T03:17:00,F317,implant,implant-tool-05,3.92280000,-2.03032955,low,medium
LOT_0106,105,PASS,2008-08-05T03:17:00,F453,cmp,cmp-tool-05,2.97820000,-2.58009004,low,medium
LOT_0107,106,PASS,2008-08-05T03:36:00,F029,lithography,lithography-tool-05,61.64440000,-2.30394507,low,medium
LOT_0107,106,PASS,2008-08-05T03:36:00,F060,lithography,lithography-tool-04,24.82820000,2.39150612,high,medium
LOT_0107,106,PASS,2008-08-05T03:36:00,F349,implant,implant-tool-05,0.04810000,2.30217737,high,medium
LOT_0108,107,PASS,2008-08-05T03:54:00,F060,lithography,lithography-tool-04,24.61180000,2.36826210,high,medium
LOT_0108,107,PASS,2008-08-05T03:54:00,F317,implant,implant-tool-05,3.78150000,-2.16835744,low,medium
LOT_0109,108,PASS,2008-08-05T04:32:00,F060,lithography,lithography-tool-04,27.71550000,2.70163761,high,medium
LOT_0110,109,PASS,2008-08-05T04:35:00,F060,lithography,lithography-tool-04,23.78640000,2.27960400,high,medium
LOT_0111,110,PASS,2008-08-05T05:11:00,F511,test,test-tool-07,127.48270000,2.04270353,high,medium
LOT_0112,111,PASS,2008-08-05T06:10:00,F060,lithography,lithography-tool-04,29.75090000,2.92026457,high,medium
LOT_0112,111,PASS,2008-08-05T06:10:00,F317,implant,implant-tool-05,3.80590000,-2.14452248,low,medium
LOT_0112,111,PASS,2008-08-05T06:10:00,F511,test,test-tool-07,151.51520000,2.71479904,high,medium
LOT_0113,112,PASS,2008-08-05T06:11:00,F060,lithography,lithography-tool-04,23.99450000,2.30195650,high,medium
LOT_0115,114,PASS,2008-08-05T07:12:00,F060,lithography,lithography-tool-04,23.71360000,2.27178439,high,medium
LOT_0115,114,PASS,2008-08-05T07:12:00,F349,implant,implant-tool-05,0.04710000,2.20548506,high,medium
LOT_0116,115,FAIL,2008-08-05T07:12:00,F029,lithography,lithography-tool-05,60.26670000,-2.70302627,low,medium
LOT_0117,116,PASS,2008-08-05T07:48:00,F029,lithography,lithography-tool-05,62.21110000,-2.13978792,low,medium
LOT_0117,116,PASS,2008-08-05T07:48:00,F060,lithography,lithography-tool-04,24.29180000,2.33389017,high,medium
LOT_0117,116,PASS,2008-08-05T07:48:00,F511,test,test-tool-07,136.91930000,2.30660851,high,medium
LOT_0118,117,PASS,2008-08-05T08:50:00,F060,lithography,lithography-tool-04,25.51270000,2.46502983,high,medium
LOT_0118,117,PASS,2008-08-05T08:50:00,F181,etch,etch-tool-05,11.63000000,-2.23449872,low,medium
LOT_0118,117,PASS,2008-08-05T08:50:00,F453,cmp,cmp-tool-05,3.25540000,-2.28053090,low,medium
LOT_0119,118,PASS,2008-08-05T09:48:00,F060,lithography,lithography-tool-04,26.70640000,2.59324787,high,medium
LOT_0119,118,PASS,2008-08-05T09:48:00,F349,implant,implant-tool-05,0.04650000,2.14746967,high,medium
LOT_0120,119,PASS,2008-08-05T14:17:00,F104,etch,etch-tool-08,-0.00390000,2.00852114,high,medium
LOT_0121,120,PASS,2008-08-05T14:45:00,F104,etch,etch-tool-08,-0.00170000,2.74342792,high,medium
LOT_0121,120,PASS,2008-08-05T14:45:00,F511,test,test-tool-07,301.44930000,6.90787234,high,high
LOT_0124,123,PASS,2008-08-05T21:07:00,F104,etch,etch-tool-08,-0.00170000,2.74342792,high,medium
LOT_0124,123,PASS,2008-08-05T21:07:00,F511,test,test-tool-07,243.47830000,5.28664907,high,high
LOT_0125,124,PASS,2008-08-05T21:22:00,F060,lithography,lithography-tool-04,29.19180000,2.86021036,high,medium
LOT_0126,125,PASS,2008-08-05T23:02:00,F029,lithography,lithography-tool-05,61.87780000,-2.23633562,low,medium
LOT_0127,126,PASS,2008-08-05T23:06:00,F029,lithography,lithography-tool-05,61.83330000,-2.24922602,low,medium
LOT_0128,127,PASS,2008-08-05T23:38:00,F060,lithography,lithography-tool-04,26.65270000,2.58747983,high,medium
LOT_0130,129,PASS,2008-08-06T02:20:00,F029,lithography,lithography-tool-05,61.67780000,-2.29427003,low,medium
LOT_0131,130,PASS,2008-08-06T03:22:00,F181,etch,etch-tool-05,11.65000000,-2.22850224,low,medium
LOT_0131,130,PASS,2008-08-06T03:22:00,F453,cmp,cmp-tool-05,3.22440000,-2.31403138,low,medium
LOT_0134,133,PASS,2008-08-06T09:57:00,F060,lithography,lithography-tool-04,-19.15180000,-2.33248612,low,medium
LOT_0135,134,PASS,2008-08-06T12:33:00,F060,lithography,lithography-tool-04,22.21640000,2.11096672,high,medium
LOT_0135,134,PASS,2008-08-06T12:33:00,F181,etch,etch-tool-05,11.92000000,-2.14754976,low,medium
LOT_0135,134,PASS,2008-08-06T12:33:00,F453,cmp,cmp-tool-05,3.27750000,-2.25664830,low,medium
LOT_0136,135,PASS,2008-08-06T13:35:00,F060,lithography,lithography-tool-04,25.83640000,2.49979918,high,medium
LOT_0137,136,PASS,2008-08-06T17:35:00,F060,lithography,lithography-tool-04,25.95910000,2.51297867,high,medium
LOT_0137,136,PASS,2008-08-06T17:35:00,F317,implant,implant-tool-05,3.73230000,-2.21641811,low,medium
LOT_0138,137,PASS,2008-08-06T18:00:00,F060,lithography,lithography-tool-04,23.88640000,2.29034523,high,medium
LOT_0139,138,PASS,2008-08-06T18:34:00,F060,lithography,lithography-tool-04,23.03640000,2.19904479,high,medium
LOT_0140,139,PASS,2008-08-06T19:13:00,F060,lithography,lithography-tool-04,22.74180000,2.16740113,high,medium
